depth;maxdim;rect_distances;potential
4;816;631;15
4;827;590;0
4;827;622;0
4;827;590;0
4;912;565;15
4;912;565;15
4;912;565;15
4;912;565;15
4;827;590;0
4;827;622;0
4;827;590;0
4;912;565;15
4;912;565;15
4;912;565;15
4;912;565;15
4;936;405;0
4;921;500;42
4;921;500;42
4;921;500;42
4;921;478;51
4;936;437;15
4;936;437;15
4;936;405;0
4;936;405;0
4;921;549;0
4;921;500;42
4;921;500;42
4;936;437;15
4;936;437;15
4;912;454;0
4;912;454;0
4;912;454;0
4;858;547;0
4;858;547;0
4;858;547;0
4;816;455;0
3;816;469;0
3;816;679;0
3;912;628;0
3;912;628;0
3;921;500;0
3;921;500;0
3;816;358;15
4;912;642;0
4;912;642;0
4;921;578;0
4;921;578;0
4;921;578;0
4;816;364;15
4;816;364;15
4;816;895;0
4;816;895;0
4;816;631;15
4;816;679;15
4;816;631;15
4;816;631;15
4;816;631;15
4;827;590;0
4;827;622;0
4;827;590;0
4;912;565;15
4;912;565;15
4;912;565;15
4;912;565;15
4;827;590;0
4;827;622;0
4;827;590;0
4;912;565;15
4;912;565;15
4;912;565;15
4;912;565;15
4;936;405;0
4;921;500;42
4;921;500;42
4;921;500;42
4;921;478;51
4;936;437;15
4;936;437;15
4;936;405;0
4;936;405;0
4;921;549;0
4;921;500;42
4;921;500;42
4;936;437;15
4;936;437;15
4;912;454;0
4;912;454;0
4;912;454;0
4;858;547;0
4;858;547;0
4;858;547;0
4;816;455;0
2;901;395;0
2;901;395;0
2;812;439;0
2;812;439;0
2;812;439;0
2;816;391;0
2;816;391;0
3;901;485;0
3;901;507;0
3;901;492;0
3;921;459;0
3;921;459;0
3;921;459;0
3;921;459;0
4;901;485;0
4;901;485;0
4;901;597;0
4;901;597;0
4;901;597;0
4;921;597;0
4;921;597;0
4;916;437;0
4;916;437;0
4;901;507;34
4;901;507;0
4;901;507;0
4;901;507;0
4;921;605;0
4;901;550;0
4;901;550;0
4;873;581;0
4;873;580;0
4;901;604;0
4;901;604;0
4;901;604;0
4;936;389;0
4;921;459;47
4;873;610;47
4;873;467;47
4;936;412;35
4;936;412;35
4;936;412;35
4;936;389;0
4;921;459;47
4;873;610;47
4;873;467;47
4;936;412;35
4;936;412;35
4;936;412;35
4;936;389;0
4;921;459;47
4;873;610;47
4;873;467;47
4;936;412;35
4;936;412;35
4;936;412;35
4;936;389;0
4;921;459;47
4;873;610;47
4;873;467;47
4;936;412;35
4;936;412;35
4;936;412;35
3;901;509;0
3;901;507;0
3;901;488;0
3;921;459;0
3;921;459;0
3;921;459;0
3;921;459;0
4;916;439;0
4;916;439;0
4;901;509;0
4;901;509;0
4;901;509;0
4;921;605;0
4;921;605;0
4;916;437;0
4;916;437;0
4;901;507;0
4;901;507;0
4;901;507;0
4;901;507;0
4;921;605;0
4;916;418;0
4;916;418;0
4;901;553;0
4;901;488;0
4;921;542;0
4;921;472;0
4;921;553;0
4;936;389;0
4;936;389;0
4;921;459;47
4;921;459;47
4;873;467;47
4;936;412;35
4;936;412;35
4;936;389;0
4;936;389;0
4;921;459;47
4;921;459;47
4;873;467;47
4;936;412;35
4;936;412;35
4;936;389;0
4;936;389;0
4;921;459;47
4;921;459;47
4;873;467;47
4;936;412;35
4;936;412;35
4;936;389;0
4;936;389;0
4;921;459;47
4;921;459;47
4;873;467;47
4;936;412;35
4;936;412;35
3;832;534;0
3;832;534;0
3;800;859;0
3;896;681;0
3;896;681;0
3;901;528;0
3;901;528;0
4;942;636;42
4;942;629;42
4;942;629;42
4;832;725;0
4;907;636;0
4;907;629;0
4;907;629;0
4;942;636;42
4;942;629;42
4;942;629;42
4;832;725;0
4;907;636;0
4;907;629;0
4;907;629;0
4;800;763;0
4;800;728;0
4;812;866;16
4;812;866;16
4;800;600;22
4;894;701;22
4;894;716;22
4;827;675;0
4;896;422;15
4;896;523;15
4;896;538;15
4;896;681;15
4;896;550;15
4;896;550;15
4;827;675;0
4;896;422;15
4;896;523;15
4;896;538;15
4;896;681;15
4;896;550;15
4;896;550;15
4;901;578;0
4;901;610;0
4;901;578;0
4;901;528;29
4;901;528;29
4;936;397;15
4;936;397;15
4;901;594;0
4;901;610;0
4;916;450;0
4;901;594;0
4;901;528;29
4;901;528;29
4;936;397;15
3;832;534;0
3;832;534;0
3;800;859;0
3;896;681;0
3;896;681;0
3;901;528;0
3;901;528;0
4;942;636;42
4;942;629;42
4;942;629;42
4;832;725;0
4;907;636;0
4;907;629;0
4;907;629;0
4;942;636;42
4;942;629;42
4;942;629;42
4;832;725;0
4;907;636;0
4;907;629;0
4;907;629;0
4;800;763;0
4;800;728;0
4;812;866;16
4;812;866;16
4;800;600;22
4;894;701;22
4;894;716;22
4;827;675;0
4;896;422;15
4;896;523;15
4;896;538;15
4;896;681;15
4;896;550;15
4;896;550;15
4;827;675;0
4;896;422;15
4;896;523;15
4;896;538;15
4;896;681;15
4;896;550;15
4;896;550;15
4;901;578;0
4;901;610;0
4;901;578;0
4;901;528;29
4;901;528;29
4;936;397;15
4;936;397;15
4;901;594;0
4;901;610;0
4;916;450;0
4;901;594;0
4;901;528;29
4;901;528;29
4;936;397;15
3;832;534;0
3;832;534;0
3;832;534;0
3;800;859;0
3;896;681;0
3;901;528;0
3;901;528;0
4;942;636;42
4;942;629;42
4;942;629;42
4;832;725;0
4;907;636;0
4;907;629;0
4;907;629;0
4;942;636;42
4;942;629;42
4;942;629;42
4;832;725;0
4;907;636;0
4;907;629;0
4;907;629;0
4;942;636;42
4;942;629;42
4;942;629;42
4;832;725;0
4;907;636;0
4;907;629;0
4;907;629;0
4;800;763;0
4;800;728;0
4;812;866;16
4;812;866;16
4;800;600;22
4;894;701;22
4;894;716;22
4;827;675;0
4;896;422;15
4;896;523;15
4;896;538;15
4;896;681;15
4;896;550;15
4;896;550;15
4;901;578;0
4;901;610;0
4;901;578;0
4;965;325;15
4;936;397;15
4;936;397;15
4;936;397;15
4;901;594;0
4;901;610;0
4;901;594;0
4;965;325;15
4;936;397;15
4;936;397;15
4;936;397;15
3;816;469;0
3;816;679;0
3;912;628;0
3;912;628;0
3;921;500;0
3;921;500;0
3;816;358;15
4;912;642;0
4;912;642;0
4;921;578;0
4;921;578;0
4;921;578;0
4;816;364;15
4;816;364;15
4;816;895;0
4;816;895;0
4;816;631;15
4;816;679;15
4;816;631;15
4;816;631;15
4;816;631;15
4;827;590;0
4;827;622;0
4;827;590;0
4;912;565;15
4;912;565;15
4;912;565;15
4;912;565;15
4;827;590;0
4;827;622;0
4;827;590;0
4;912;565;15
4;912;565;15
4;912;565;15
4;912;565;15
4;936;405;0
4;921;533;0
4;921;500;42
4;921;500;42
4;921;500;42
4;936;437;15
4;936;437;15
4;936;405;0
4;936;405;0
4;921;549;0
4;921;500;42
4;921;500;42
4;936;437;15
4;936;437;15
4;912;454;0
4;912;454;0
4;912;454;0
4;858;547;0
4;858;547;0
4;858;547;0
4;816;455;0
3;816;469;0
3;816;679;0
3;912;628;0
3;912;628;0
3;921;500;0
3;921;500;0
3;816;358;15
4;912;642;0
4;912;642;0
4;921;578;0
4;921;578;0
4;921;578;0
4;816;364;15
4;816;364;15
4;816;895;0
4;816;895;0
4;816;631;15
4;816;679;15
4;816;631;15
4;816;631;15
4;816;631;15
4;827;590;0
4;827;622;0
4;827;590;0
4;912;565;15
4;912;565;15
4;912;565;15
4;912;565;15
4;827;590;0
4;827;622;0
4;827;590;0
4;912;565;15
4;912;565;15
4;912;565;15
4;912;565;15
4;936;405;0
4;921;533;0
4;921;500;42
4;921;500;42
4;921;500;42
4;936;437;15
4;936;437;15
4;936;405;0
4;936;405;0
4;921;549;0
4;921;500;42
4;921;500;42
4;936;437;15
4;936;437;15
4;912;454;0
4;912;454;0
4;912;454;0
4;858;547;0
4;858;547;0
4;858;547;0
4;816;455;0
2;901;334;0
2;901;374;0
2;901;382;0
2;893;497;0
2;901;334;0
2;901;334;0
2;901;462;0
3;901;354;0
3;901;354;0
3;901;462;0
3;921;399;0
3;901;335;0
3;901;383;0
3;921;399;0
4;901;471;0
4;901;466;0
4;901;448;0
4;921;467;0
4;921;467;0
4;921;467;0
4;921;467;0
4;901;474;0
4;901;471;0
4;901;466;0
4;901;448;0
4;921;467;0
4;921;467;0
4;921;467;0
4;901;509;0
4;901;509;0
4;901;606;0
4;965;264;15
4;936;332;15
4;936;332;15
4;936;332;15
4;921;543;0
4;921;446;0
4;921;446;0
4;921;446;0
4;936;352;35
4;936;352;35
4;936;352;35
4;873;505;0
4;901;479;0
4;893;495;0
4;893;495;0
4;893;495;0
4;893;495;0
4;912;457;0
4;873;506;0
4;873;506;0
4;873;505;0
4;893;495;0
4;893;495;0
4;893;495;0
4;893;495;0
4;921;543;0
4;921;446;0
4;921;446;0
4;921;446;0
4;936;352;35
4;936;352;35
4;936;352;35
3;901;488;0
3;901;486;0
3;901;375;0
3;901;463;0
3;901;471;0
3;901;379;0
3;901;458;0
4;916;418;0
4;901;488;0
4;901;488;0
4;901;488;0
4;921;584;0
4;901;489;0
4;901;577;0
4;916;416;0
4;916;416;0
4;901;486;0
4;901;486;0
4;901;487;0
4;901;575;0
4;901;491;0
4;873;530;0
4;873;530;0
4;873;529;0
4;901;503;0
4;901;503;0
4;901;489;0
4;901;487;0
4;873;538;0
4;873;538;0
4;873;537;0
4;901;591;0
4;901;591;0
4;901;575;0
4;901;577;0
4;873;546;0
4;873;546;0
4;873;546;0
4;873;545;0
4;901;599;0
4;901;583;0
4;901;585;0
4;873;530;0
4;873;530;0
4;873;529;0
4;901;507;0
4;901;507;0
4;901;493;0
4;901;491;0
4;901;788;0
4;901;586;0
4;901;714;0
4;901;668;0
4;901;586;0
4;901;572;0
4;901;570;0
3;901;496;0
3;901;494;0
3;901;383;0
3;901;479;0
3;901;479;0
3;901;387;0
3;901;458;0
4;916;426;0
4;901;496;0
4;901;496;0
4;901;496;0
4;921;592;0
4;921;592;0
4;901;497;0
4;916;424;0
4;916;424;0
4;901;494;0
4;901;494;0
4;901;495;0
4;901;591;0
4;901;499;0
4;873;538;0
4;873;538;0
4;873;537;0
4;901;511;0
4;901;511;0
4;901;497;0
4;901;495;0
4;873;554;0
4;873;554;0
4;873;554;0
4;873;553;0
4;901;607;0
4;901;591;0
4;901;593;0
4;873;554;0
4;873;554;0
4;873;554;0
4;873;553;0
4;901;607;0
4;901;591;0
4;901;593;0
4;873;538;0
4;873;538;0
4;873;538;0
4;873;537;0
4;901;515;0
4;901;515;0
4;901;501;0
4;901;788;0
4;901;586;0
4;901;714;0
4;901;668;0
4;901;586;0
4;901;572;0
4;901;570;0
3;893;641;0
3;893;497;0
3;893;497;0
3;893;497;0
3;893;497;0
3;893;667;0
3;893;674;0
4;893;641;0
4;893;641;0
4;893;641;0
4;893;641;0
4;893;822;0
4;893;818;0
4;893;818;0
4;908;427;0
4;893;641;0
4;893;497;39
4;893;497;39
4;893;497;39
4;873;731;0
4;893;498;0
4;873;731;0
4;873;733;0
4;873;733;0
4;893;498;0
4;893;499;0
4;893;501;0
4;893;499;0
4;873;731;0
4;873;733;0
4;893;498;0
4;893;499;0
4;893;501;0
4;893;501;0
4;893;498;0
4;873;731;0
4;893;498;0
4;893;499;0
4;893;501;0
4;893;636;0
4;893;636;0
4;893;644;0
4;893;680;52
4;893;685;52
4;873;833;0
4;873;882;0
4;873;882;0
4;873;690;0
4;893;857;15
4;893;818;0
4;893;688;39
4;873;825;0
4;873;906;0
4;873;906;0
4;873;683;0
4;893;860;15
3;901;381;0
3;901;382;0
3;901;361;0
3;901;428;0
3;921;399;0
3;921;399;0
3;921;399;0
4;901;495;0
4;901;509;0
4;901;509;0
4;901;382;0
4;901;415;0
4;901;478;0
4;901;479;0
4;901;496;0
4;901;510;0
4;901;510;0
4;901;383;0
4;901;416;0
4;901;479;0
4;901;480;0
4;901;475;0
4;901;489;0
4;901;489;0
4;901;362;0
4;901;395;0
4;901;458;0
4;901;459;0
4;901;475;0
4;901;476;0
4;901;455;0
4;901;588;0
4;921;482;0
4;921;412;0
4;921;493;0
4;921;543;0
4;921;426;47
4;921;446;0
4;921;426;0
4;936;352;35
4;936;352;35
4;936;352;35
4;921;543;0
4;921;426;47
4;921;446;0
4;921;426;0
4;936;352;35
4;936;352;35
4;936;352;35
4;921;543;0
4;921;426;47
4;921;446;0
4;921;426;0
4;936;352;35
4;936;352;35
4;936;352;35
3;901;368;0
3;901;382;0
3;901;361;0
3;901;428;0
3;921;399;0
3;921;399;0
3;921;399;0
4;901;482;0
4;901;496;0
4;901;369;0
4;901;402;0
4;901;465;0
4;901;469;0
4;921;433;0
4;901;496;0
4;901;510;0
4;901;383;0
4;901;416;0
4;901;479;0
4;901;483;0
4;921;447;0
4;901;475;0
4;901;489;0
4;901;362;0
4;901;395;0
4;901;458;0
4;901;462;0
4;921;426;0
4;901;462;0
4;901;476;0
4;901;455;0
4;901;588;0
4;921;482;0
4;921;412;0
4;921;493;0
4;921;543;0
4;921;426;47
4;921;433;0
4;921;426;0
4;936;352;35
4;936;352;35
4;936;352;35
4;921;543;0
4;921;426;47
4;921;433;0
4;921;426;0
4;936;352;35
4;936;352;35
4;936;352;35
4;921;543;0
4;921;426;47
4;921;433;0
4;921;426;0
4;936;352;35
4;936;352;35
4;936;352;35
3;901;606;0
3;901;462;0
3;901;502;0
3;901;510;0
3;901;462;0
3;901;462;0
3;936;332;15
4;901;606;0
4;901;646;0
4;901;654;0
4;901;750;0
4;901;606;0
4;901;606;0
4;936;476;15
4;901;509;0
4;901;509;0
4;901;509;0
4;901;606;0
4;936;332;15
4;936;332;15
4;936;332;15
4;901;542;34
4;901;509;34
4;901;502;34
4;901;606;40
4;936;372;15
4;936;372;15
4;936;372;15
4;901;550;34
4;901;517;34
4;901;510;34
4;901;558;47
4;936;380;15
4;936;380;15
4;936;380;15
4;916;390;0
4;901;544;34
4;901;537;34
4;901;496;0
4;901;510;0
4;901;489;0
4;936;332;15
4;916;390;0
4;901;544;34
4;901;537;34
4;901;496;0
4;901;510;0
4;901;489;0
4;936;332;15
4;936;332;0
4;936;372;0
4;936;380;0
4;936;332;0
4;936;332;0
4;936;332;0
4;936;349;0
2;901;331;0
2;901;371;0
2;901;379;0
2;893;493;0
2;901;331;0
2;901;331;0
2;901;459;0
3;901;351;0
3;901;351;0
3;901;459;0
3;921;395;0
3;901;332;0
3;901;380;0
3;921;395;0
4;901;468;0
4;901;463;0
4;901;444;0
4;921;463;0
4;921;463;0
4;921;463;0
4;921;463;0
4;901;468;0
4;901;463;0
4;901;444;0
4;921;463;0
4;921;463;0
4;921;463;0
4;921;463;0
4;901;506;0
4;901;596;0
4;901;506;0
4;965;261;15
4;936;328;15
4;936;328;15
4;936;328;15
4;921;442;0
4;921;442;0
4;921;442;0
4;873;598;47
4;936;348;35
4;936;348;35
4;936;348;35
4;873;500;0
4;901;451;0
4;893;492;0
4;893;492;0
4;893;492;0
4;912;453;0
4;901;498;0
4;873;501;0
4;873;501;0
4;873;501;0
4;873;500;0
4;893;492;0
4;893;492;0
4;893;492;0
4;921;442;0
4;921;442;0
4;921;442;0
4;873;598;47
4;936;348;35
4;936;348;35
4;936;348;35
3;901;485;0
3;901;483;0
3;901;372;0
3;901;460;0
3;901;468;0
3;901;376;0
3;901;455;0
4;916;415;0
4;901;485;0
4;901;485;0
4;901;485;0
4;921;581;0
4;901;486;0
4;901;574;0
4;916;413;0
4;916;413;0
4;901;483;0
4;901;483;0
4;901;484;0
4;901;572;0
4;901;488;0
4;873;525;0
4;873;525;0
4;873;524;0
4;901;500;0
4;901;500;0
4;901;486;0
4;901;484;0
4;873;533;0
4;873;533;0
4;873;532;0
4;901;588;0
4;901;588;0
4;901;572;0
4;901;574;0
4;873;541;0
4;873;541;0
4;873;540;0
4;901;596;0
4;901;596;0
4;901;580;0
4;901;582;0
4;873;525;0
4;873;525;0
4;873;524;0
4;901;504;0
4;901;504;0
4;901;490;0
4;901;488;0
4;901;785;0
4;901;583;0
4;901;711;0
4;901;665;0
4;901;583;0
4;901;569;0
4;901;567;0
3;901;493;0
3;901;491;0
3;901;380;0
3;901;476;0
3;901;476;0
3;901;384;0
3;901;455;0
4;916;423;0
4;901;493;0
4;901;493;0
4;901;493;0
4;921;589;0
4;901;494;0
4;901;590;0
4;916;421;0
4;916;421;0
4;901;491;0
4;901;491;0
4;901;492;0
4;901;588;0
4;901;496;0
4;873;533;0
4;873;533;0
4;873;532;0
4;901;508;0
4;901;508;0
4;901;494;0
4;901;492;0
4;873;549;0
4;873;549;0
4;873;548;0
4;901;604;0
4;901;604;0
4;901;588;0
4;901;590;0
4;873;549;0
4;873;549;0
4;873;548;0
4;901;604;0
4;901;604;0
4;901;588;0
4;901;590;0
4;873;533;0
4;873;533;0
4;873;532;0
4;901;512;0
4;901;512;0
4;901;498;0
4;901;496;0
4;901;785;0
4;901;583;0
4;901;711;0
4;901;665;0
4;901;583;0
4;901;569;0
4;901;567;0
3;893;612;0
3;893;493;0
3;893;493;0
3;893;493;0
3;893;493;0
3;893;666;0
3;893;670;0
4;908;459;0
4;893;612;0
4;893;612;0
4;893;612;0
4;893;612;0
4;893;793;0
4;928;678;0
4;908;423;0
4;893;612;0
4;893;493;60
4;893;493;60
4;893;493;60
4;873;726;0
4;893;494;0
4;873;726;0
4;873;728;0
4;873;728;0
4;893;494;0
4;893;495;0
4;893;497;0
4;893;495;0
4;873;726;0
4;873;728;0
4;893;494;0
4;893;495;0
4;893;497;0
4;893;497;0
4;893;497;0
4;893;612;0
4;893;494;0
4;893;495;0
4;893;497;0
4;893;632;0
4;893;632;0
4;893;643;0
4;893;680;76
4;893;684;76
4;873;832;0
4;873;881;0
4;873;881;0
4;873;689;0
4;893;856;15
4;893;789;0
4;893;684;60
4;873;820;0
4;873;901;0
4;873;901;0
4;873;678;0
4;893;856;15
3;901;378;0
3;901;379;0
3;901;358;0
3;901;443;0
3;901;459;0
3;921;395;0
3;921;395;0
4;901;492;0
4;901;506;0
4;901;506;0
4;901;379;0
4;901;412;0
4;901;474;0
4;901;476;0
4;901;493;0
4;901;507;0
4;901;507;0
4;901;380;0
4;901;413;0
4;901;475;0
4;901;477;0
4;901;472;0
4;901;486;0
4;901;486;0
4;901;359;0
4;901;392;0
4;901;454;0
4;901;456;0
4;901;490;0
4;901;491;0
4;901;470;0
4;921;541;0
4;921;541;0
4;921;541;0
4;921;541;0
4;901;554;34
4;901;534;34
4;901;578;0
4;901;506;0
4;901;507;0
4;901;486;0
4;936;328;15
4;921;514;0
4;921;442;0
4;921;443;0
4;921;422;0
4;936;348;35
4;936;348;35
4;936;348;35
4;921;514;0
4;921;442;0
4;921;443;0
4;921;422;0
4;936;348;35
4;936;348;35
4;936;348;35
3;901;365;0
3;901;379;0
3;901;358;0
3;901;443;0
3;901;459;0
3;921;395;0
3;921;395;0
4;901;479;0
4;901;493;0
4;901;366;0
4;901;399;0
4;901;461;0
4;901;465;0
4;921;429;0
4;901;493;0
4;901;507;0
4;901;380;0
4;901;413;0
4;901;475;0
4;901;479;0
4;921;443;0
4;901;472;0
4;901;486;0
4;901;359;0
4;901;392;0
4;901;454;0
4;901;458;0
4;921;422;0
4;901;477;0
4;901;491;0
4;901;470;0
4;921;541;0
4;921;541;0
4;921;541;0
4;921;541;0
4;901;541;34
4;901;534;34
4;901;578;0
4;901;493;0
4;901;507;0
4;901;486;0
4;936;328;15
4;921;514;0
4;921;429;0
4;921;443;0
4;921;422;0
4;936;348;35
4;936;348;35
4;936;348;35
4;921;514;0
4;921;429;0
4;921;443;0
4;921;422;0
4;936;348;35
4;936;348;35
4;936;348;35
3;901;578;0
3;901;459;0
3;901;499;0
3;901;507;0
3;901;603;0
3;901;459;0
3;901;459;0
4;901;578;0
4;901;618;0
4;901;626;0
4;901;722;0
4;901;578;0
4;901;578;0
4;936;447;15
4;901;506;0
4;901;596;0
4;901;506;0
4;901;506;0
4;936;328;15
4;936;328;15
4;936;328;15
4;901;538;34
4;901;506;34
4;901;499;34
4;901;603;40
4;936;368;15
4;936;368;15
4;936;368;15
4;901;546;34
4;901;514;34
4;901;507;34
4;901;603;48
4;936;376;15
4;936;376;15
4;936;376;15
4;901;673;0
4;901;666;0
4;901;646;0
4;901;459;0
4;901;459;0
4;901;459;0
4;901;459;0
4;901;541;34
4;901;534;34
4;901;578;0
4;901;493;0
4;901;507;0
4;901;486;0
4;936;328;15
4;901;541;34
4;901;534;34
4;901;578;0
4;901;493;0
4;901;507;0
4;901;486;0
4;936;328;15
2;901;331;0
2;901;371;0
2;901;379;0
2;901;331;0
2;901;331;0
2;901;459;0
2;901;459;0
3;901;351;0
3;901;351;0
3;901;459;0
3;921;395;0
3;901;332;0
3;901;380;0
3;921;395;0
4;901;454;0
4;901;463;0
4;901;444;0
4;921;463;0
4;921;463;0
4;921;463;0
4;921;463;0
4;901;468;0
4;901;454;0
4;901;463;0
4;901;444;0
4;921;463;0
4;921;463;0
4;921;463;0
4;901;506;0
4;901;589;0
4;901;506;0
4;936;261;15
4;936;328;15
4;936;328;15
4;936;328;15
4;921;442;0
4;921;442;0
4;921;442;0
4;873;598;47
4;936;348;35
4;936;348;35
4;936;348;35
4;873;500;0
4;901;435;0
4;893;492;0
4;893;492;0
4;893;492;0
4;912;453;0
4;901;485;0
4;873;501;0
4;873;500;0
4;901;483;0
4;893;492;0
4;893;492;0
4;893;492;0
4;893;492;0
4;921;442;0
4;921;442;0
4;921;442;0
4;873;598;47
4;936;348;35
4;936;348;35
4;936;348;35
3;901;485;0
3;901;483;0
3;901;372;0
3;901;460;0
3;901;468;0
3;901;376;0
3;901;455;0
4;916;415;0
4;901;565;0
4;901;485;0
4;901;485;0
4;901;485;0
4;901;486;0
4;901;574;0
4;901;573;0
4;901;563;0
4;901;483;0
4;901;483;0
4;901;484;0
4;901;572;0
4;901;488;0
4;873;525;0
4;873;525;0
4;873;524;0
4;901;500;0
4;901;500;0
4;901;486;0
4;901;484;0
4;873;533;0
4;873;533;0
4;873;532;0
4;901;588;0
4;901;588;0
4;901;572;0
4;901;574;0
4;873;541;0
4;873;541;0
4;873;540;0
4;901;596;0
4;901;596;0
4;901;580;0
4;901;582;0
4;873;525;0
4;873;525;0
4;873;524;0
4;901;504;0
4;901;504;0
4;901;490;0
4;901;488;0
4;901;785;0
4;901;583;0
4;901;711;0
4;901;665;0
4;901;583;0
4;901;569;0
4;901;567;0
3;901;493;0
3;901;491;0
3;901;380;0
3;901;476;0
3;901;476;0
3;901;384;0
3;901;455;0
4;901;573;0
4;901;493;0
4;901;493;0
4;901;493;0
4;921;589;0
4;901;494;0
4;901;590;0
4;901;581;0
4;901;571;0
4;901;491;0
4;901;491;0
4;901;492;0
4;901;588;0
4;901;496;0
4;873;533;0
4;873;533;0
4;873;532;0
4;901;508;0
4;901;508;0
4;901;494;0
4;901;492;0
4;873;549;0
4;873;549;0
4;873;548;0
4;901;604;0
4;901;604;0
4;901;588;0
4;901;590;0
4;873;549;0
4;873;549;0
4;873;548;0
4;901;604;0
4;901;604;0
4;901;588;0
4;901;590;0
4;873;533;0
4;873;533;0
4;873;533;0
4;873;532;0
4;901;512;0
4;901;512;0
4;901;498;0
4;901;785;0
4;901;583;0
4;901;711;0
4;901;665;0
4;901;583;0
4;901;569;0
4;901;567;0
3;901;378;0
3;901;379;0
3;901;358;0
3;901;424;0
3;921;395;0
3;921;395;0
3;921;395;0
4;901;492;0
4;901;506;0
4;901;506;0
4;901;379;0
4;901;412;0
4;901;474;0
4;901;476;0
4;901;493;0
4;901;507;0
4;901;507;0
4;901;380;0
4;901;413;0
4;901;475;0
4;901;477;0
4;901;472;0
4;901;486;0
4;901;486;0
4;901;359;0
4;901;392;0
4;901;454;0
4;901;456;0
4;901;471;0
4;901;472;0
4;901;451;0
4;921;478;0
4;921;408;0
4;921;489;0
4;921;489;0
4;921;498;0
4;921;442;0
4;921;443;0
4;921;422;0
4;936;348;35
4;936;348;35
4;936;348;35
4;921;498;0
4;921;442;0
4;921;443;0
4;921;422;0
4;936;348;35
4;936;348;35
4;936;348;35
4;921;498;0
4;921;442;0
4;921;443;0
4;921;422;0
4;936;348;35
4;936;348;35
4;936;348;35
3;901;365;0
3;901;379;0
3;901;358;0
3;901;424;0
3;921;395;0
3;921;395;0
3;921;395;0
4;901;479;0
4;901;493;0
4;901;493;0
4;901;366;0
4;901;399;0
4;901;461;0
4;901;465;0
4;901;493;0
4;901;507;0
4;901;507;0
4;901;380;0
4;901;413;0
4;901;475;0
4;901;479;0
4;901;472;0
4;901;486;0
4;901;486;0
4;901;359;0
4;901;392;0
4;901;454;0
4;901;458;0
4;901;458;0
4;901;472;0
4;901;451;0
4;921;478;0
4;921;408;0
4;921;489;0
4;921;489;0
4;921;498;0
4;921;429;0
4;921;443;0
4;921;422;0
4;936;348;35
4;936;348;35
4;936;348;35
4;921;498;0
4;921;429;0
4;921;443;0
4;921;422;0
4;936;348;35
4;936;348;35
4;936;348;35
4;921;498;0
4;921;429;0
4;921;443;0
4;921;422;0
4;936;348;35
4;936;348;35
4;936;348;35
3;901;562;0
3;901;459;0
3;901;499;0
3;901;507;0
3;901;459;0
3;901;459;0
3;936;328;15
4;916;422;0
4;901;562;0
4;901;602;0
4;901;610;0
4;901;849;0
4;901;562;0
4;936;431;15
4;901;562;0
4;901;506;0
4;901;589;0
4;901;506;0
4;901;506;0
4;936;328;15
4;936;328;15
4;901;538;34
4;901;506;34
4;901;499;34
4;901;603;40
4;936;368;15
4;936;368;15
4;936;368;15
4;901;546;34
4;901;514;34
4;901;507;34
4;901;603;48
4;936;376;15
4;936;376;15
4;936;376;15
4;901;534;34
4;901;562;0
4;901;666;0
4;901;493;0
4;901;507;0
4;901;486;0
4;936;328;15
4;901;534;34
4;901;562;0
4;901;666;0
4;901;493;0
4;901;507;0
4;901;486;0
4;936;328;15
4;936;328;0
4;936;368;0
4;936;376;0
4;936;328;0
4;936;328;0
4;936;328;0
4;936;345;0
3;901;562;0
3;901;459;0
3;901;499;0
3;901;507;0
3;901;459;0
3;901;459;0
3;936;328;15
4;916;422;0
4;901;562;0
4;901;602;0
4;901;610;0
4;901;849;0
4;901;562;0
4;936;431;15
4;901;562;0
4;901;506;0
4;901;589;0
4;901;506;0
4;901;506;0
4;936;328;15
4;936;328;15
4;901;538;34
4;901;506;34
4;901;499;34
4;901;603;40
4;936;368;15
4;936;368;15
4;936;368;15
4;901;546;34
4;901;514;34
4;901;507;34
4;901;603;48
4;936;376;15
4;936;376;15
4;936;376;15
4;901;534;34
4;901;562;0
4;901;666;0
4;901;493;0
4;901;507;0
4;901;486;0
4;936;328;15
4;901;534;34
4;901;562;0
4;901;666;0
4;901;493;0
4;901;507;0
4;901;486;0
4;936;328;15
4;936;328;0
4;936;368;0
4;936;376;0
4;936;328;0
4;936;328;0
4;936;328;0
4;936;345;0
1;812;223;0
1;812;204;0
1;812;204;0
1;894;137;0
1;894;137;0
1;873;217;0
1;812;268;0
2;812;303;0
2;812;303;0
2;812;287;0
2;873;284;0
2;873;284;0
2;873;284;0
2;873;284;0
3;776;333;0
3;776;374;0
3;873;364;0
3;812;303;0
3;812;303;0
3;812;303;0
3;812;431;0
4;812;333;0
4;776;333;0
4;776;333;0
4;776;416;0
4;791;461;0
4;791;461;0
4;791;461;0
4;776;374;0
4;776;374;0
4;776;457;0
4;776;471;0
4;791;502;0
4;791;502;0
4;791;502;0
4;873;364;0
4;873;364;0
4;873;364;0
4;873;364;0
4;873;364;0
4;873;364;0
4;873;364;0
4;776;381;0
4;776;360;0
4;812;417;0
4;812;431;0
4;812;431;0
4;812;431;0
4;812;400;0
4;776;367;0
4;776;381;0
4;776;360;0
4;812;431;0
4;812;431;0
4;812;431;0
4;812;400;0
4;776;367;0
4;776;381;0
4;776;360;0
